Datum;Uhrzeit;Biomasse[MWh];Wasserkraft[MWh];Wind Offshore[MWh];Wind Onshore[MWh];Photovoltaik[MWh];Sonstige Erneuerbare[MWh];Kernenergie[MWh];Braunkohle[MWh];Steinkohle[MWh];Erdgas[MWh];Pumpspeicher[MWh];Sonstige Konventionelle[MWh]
06.11.2020;23:30;1.169;453;186;2.048;0;49;1.698;3.664;1.142;1.804;199;385
06.11.2020;23:45;1.161;451;198;2.062;0;49;1.699;3.632;1.082;1.726;205;384
07.11.2020;00:00;1.157;449;200;2.050;0;47;1.698;3.614;995;1.412;106;389
07.11.2020;00:15;1.157;447;210;2.029;0;47;1.699;3.601;947;1.419;41;392
07.11.2020;00:30;1.154;444;233;2.025;0;47;1.698;3.587;906;1.408;29;390
07.11.2020;00:45;1.155;443;244;2.037;0;47;1.698;3.546;873;1.400;23;387
07.11.2020;01:00;1.155;447;244;2.029;0;47;1.698;3.513;851;1.354;84;386
07.11.2020;01:15;1.150;446;271;2.025;0;46;1.698;3.494;833;1.337;52;387
07.11.2020;01:30;1.149;440;288;2.044;0;46;1.698;3.467;828;1.343;23;387
07.11.2020;01:45;1.146;441;318;2.057;0;46;1.697;3.459;808;1.343;6;386
07.11.2020;02:00;1.149;449;332;2.073;0;46;1.698;3.468;766;1.302;38;385
07.11.2020;02:15;1.149;435;340;2.090;0;46;1.699;3.449;757;1.297;2;383
07.11.2020;02:30;1.147;442;368;2.088;0;46;1.699;3.441;753;1.301;2;383
07.11.2020;02:45;1.149;452;377;2.077;0;46;1.699;3.450;756;1.293;0;377
07.11.2020;03:00;1.148;450;386;2.062;0;46;1.701;3.417;716;1.253;21;379
07.11.2020;03:15;1.149;442;406;2.077;0;46;1.702;3.419;714;1.247;11;384
07.11.2020;03:30;1.152;445;428;2.079;0;46;1.702;3.408;717;1.249;0;384
07.11.2020;03:45;1.150;442;435;2.088;0;46;1.702;3.407;723;1.239;0;383
07.11.2020;04:00;1.153;444;439;2.070;0;48;1.701;3.390;777;1.238;0;388
07.11.2020;04:15;1.148;453;455;2.061;0;48;1.702;3.387;769;1.236;0;389
07.11.2020;04:30;1.152;437;457;2.075;0;48;1.702;3.379;770;1.231;0;385
07.11.2020;04:45;1.151;441;452;2.085;0;48;1.702;3.374;767;1.219;0;390
07.11.2020;05:00;1.151;459;443;2.115;0;50;1.701;3.395;740;1.236;0;389
07.11.2020;05:15;1.151;454;436;2.157;0;50;1.702;3.398;736;1.235;0;389
07.11.2020;05:30;1.153;448;439;2.170;0;50;1.703;3.398;734;1.235;0;390
07.11.2020;05:45;1.154;448;439;2.176;0;50;1.702;3.418;732;1.274;0;389
07.11.2020;06:00;1.151;457;441;2.176;0;51;1.703;3.428;754;1.362;0;390
07.11.2020;06:15;1.143;427;428;2.153;0;52;1.705;3.463;761;1.373;9;392
07.11.2020;06:30;1.150;427;410;2.147;0;52;1.705;3.472;760;1.371;35;395
07.11.2020;06:45;1.154;427;406;2.130;0;54;1.705;3.508;768;1.376;55;393
07.11.2020;07:00;1.164;426;402;2.156;3;55;1.705;3.544;783;1.397;85;398
07.11.2020;07:15;1.161;426;393;2.182;25;55;1.705;3.555;811;1.405;137;395
07.11.2020;07:30;1.167;426;367;2.166;111;55;1.705;3.558;862;1.410;108;391
07.11.2020;07:45;1.166;426;346;2.143;264;55;1.706;3.596;878;1.426;78;387
07.11.2020;08:00;1.170;427;339;2.123;476;54;1.706;3.645;881;1.487;71;387
07.11.2020;08:15;1.177;428;321;2.035;727;52;1.708;3.704;855;1.479;82;383
07.11.2020;08:30;1.180;428;302;1.931;1.039;52;1.708;3.727;822;1.477;88;383
07.11.2020;08:45;1.176;426;286;1.868;1.384;52;1.709;3.748;803;1.477;100;384
07.11.2020;09:00;1.177;425;270;1.786;1.709;52;1.709;3.738;814;1.474;53;381
07.11.2020;09:15;1.174;422;241;1.690;2.060;52;1.708;3.726;815;1.464;77;382
07.11.2020;09:30;1.175;422;222;1.575;2.411;52;1.709;3.716;829;1.467;100;382
07.11.2020;09:45;1.177;420;204;1.444;2.714;52;1.708;3.702;838;1.463;92;390
07.11.2020;10:00;1.177;421;183;1.290;3.081;52;1.707;3.715;838;1.430;151;392
07.11.2020;10:15;1.179;422;160;1.162;3.365;52;1.708;3.710;834;1.431;52;394
07.11.2020;10:30;1.180;422;138;1.050;3.639;52;1.707;3.707;823;1.433;44;392
07.11.2020;10:45;1.178;421;110;935;3.846;52;1.706;3.705;825;1.432;39;393
07.11.2020;11:00;1.182;422;103;833;4.150;52;1.701;3.697;810;1.415;79;394
07.11.2020;11:15;1.171;422;96;760;4.308;52;1.700;3.697;799;1.414;81;395
07.11.2020;11:30;1.178;422;93;676;4.423;52;1.702;3.706;810;1.418;97;393
07.11.2020;11:45;1.176;425;95;609;4.483;52;1.704;3.697;811;1.411;96;393
07.11.2020;12:00;1.173;420;87;542;4.497;52;1.706;3.702;813;1.408;109;394
07.11.2020;12:15;1.171;419;89;474;4.481;52;1.706;3.708;810;1.409;90;389
07.11.2020;12:30;1.171;418;82;424;4.411;52;1.704;3.706;813;1.402;82;388
07.11.2020;12:45;1.169;414;77;403;4.318;52;1.701;3.709;810;1.394;139;393
07.11.2020;13:00;1.171;413;65;386;4.184;52;1.699;3.708;816;1.384;143;390
07.11.2020;13:15;1.169;404;56;353;4.013;52;1.697;3.705;821;1.382;181;393
07.11.2020;13:30;1.169;413;51;327;3.787;52;1.699;3.711;841;1.383;172;392
07.11.2020;13:45;1.171;413;44;320;3.551;52;1.699;3.711;880;1.417;156;390
07.11.2020;14:00;1.173;404;38;305;3.246;52;1.688;3.704;922;1.436;106;394
07.11.2020;14:15;1.171;406;36;284;2.945;52;1.680;3.708;963;1.493;123;396
07.11.2020;14:30;1.172;411;33;277;2.556;52;1.690;3.742;1.029;1.541;119;388
07.11.2020;14:45;1.172;411;32;272;2.185;52;1.698;3.747;1.072;1.567;202;386
07.11.2020;15:00;1.172;410;32;292;1.800;52;1.696;3.723;1.153;1.639;100;392
07.11.2020;15:15;1.170;409;39;304;1.407;52;1.698;3.733;1.228;1.639;175;396
07.11.2020;15:30;1.173;409;42;330;1.035;52;1.698;3.729;1.288;1.670;489;394
07.11.2020;15:45;1.174;409;44;372;740;53;1.698;3.737;1.339;1.686;749;391
07.11.2020;16:00;1.177;409;44;430;408;54;1.698;3.754;1.393;1.785;353;400
07.11.2020;16:15;1.174;403;46;499;231;55;1.699;3.744;1.425;1.857;433;402
07.11.2020;16:30;1.175;407;54;580;133;55;1.700;3.747;1.429;1.891;692;402
07.11.2020;16:45;1.171;409;54;661;5;54;1.701;3.747;1.446;1.927;895;398
07.11.2020;17:00;1.170;409;53;738;0;54;1.701;3.744;1.462;1.953;1.219;398
07.11.2020;17:15;1.164;408;58;813;0;54;1.701;3.772;1.471;1.940;1.591;401
07.11.2020;17:30;1.170;409;65;911;0;55;1.702;3.775;1.476;1.948;1.595;402
07.11.2020;17:45;1.173;408;63;971;0;57;1.701;3.787;1.483;1.957;1.599;406
07.11.2020;18:00;1.172;408;64;1.040;0;57;1.701;3.780;1.476;1.962;1.388;403
07.11.2020;18:15;1.175;408;66;1.068;0;57;1.701;3.793;1.466;1.963;1.145;407
07.11.2020;18:30;1.178;409;62;1.142;0;57;1.701;3.797;1.456;1.955;1.123;407
07.11.2020;18:45;1.178;409;61;1.204;0;57;1.701;3.798;1.456;1.962;1.037;402
07.11.2020;19:00;1.177;409;61;1.240;0;57;1.702;3.792;1.436;1.963;978;406
07.11.2020;19:15;1.175;409;60;1.241;0;57;1.701;3.781;1.417;1.959;807;408
07.11.2020;19:30;1.176;408;58;1.236;0;57;1.701;3.778;1.418;1.966;753;409
07.11.2020;19:45;1.176;407;57;1.245;0;57;1.700;3.774;1.434;1.967;502;409
07.11.2020;20:00;1.175;408;60;1.207;0;57;1.701;3.768;1.445;1.941;985;406
07.11.2020;20:15;1.174;408;58;1.169;0;56;1.700;3.749;1.431;1.938;767;407
07.11.2020;20:30;1.174;408;57;1.133;0;56;1.701;3.748;1.405;1.936;577;406
07.11.2020;20:45;1.175;407;58;1.112;0;57;1.700;3.753;1.390;1.942;424;408
07.11.2020;21:00;1.174;407;53;1.068;0;57;1.702;3.740;1.352;1.939;286;406
07.11.2020;21:15;1.172;408;50;1.018;0;57;1.702;3.721;1.318;1.937;267;405
07.11.2020;21:30;1.172;406;47;957;0;57;1.702;3.711;1.289;1.925;252;404
07.11.2020;21:45;1.173;408;42;915;0;57;1.701;3.690;1.247;1.919;167;406
07.11.2020;22:00;1.170;407;34;871;0;57;1.702;3.698;1.223;1.923;151;407
07.11.2020;22:15;1.167;407;38;860;0;57;1.703;3.685;1.183;1.911;109;407
07.11.2020;22:30;1.169;408;34;837;0;57;1.703;3.677;1.151;1.855;117;407
07.11.2020;22:45;1.170;410;32;827;0;56;1.701;3.669;1.129;1.777;58;406
07.11.2020;23:00;1.168;410;33;821;0;54;1.705;3.633;1.058;1.631;82;402
07.11.2020;23:15;1.163;408;33;818;0;54;1.702;3.618;1.017;1.533;45;399
07.11.2020;23:30;1.168;409;31;807;0;54;1.703;3.613;999;1.427;57;401
07.11.2020;23:45;1.161;409;34;793;0;53;1.703;3.628;979;1.413;40;399
08.11.2020;00:00;1.162;405;33;791;0;52;1.706;3.632;940;1.205;39;370
08.11.2020;00:15;1.161;405;36;798;0;52;1.705;3.646;906;1.235;28;371
08.11.2020;00:30;1.158;405;37;789;0;52;1.705;3.640;861;1.239;45;371
08.11.2020;00:45;1.161;405;39;810;0;52;1.704;3.635;817;1.198;36;371
08.11.2020;01:00;1.159;406;42;801;0;51;1.705;3.665;765;1.125;35;370
08.11.2020;01:15;1.155;405;38;796;0;51;1.705;3.659;727;1.124;37;369
08.11.2020;01:30;1.155;404;36;821;0;51;1.707;3.638;699;1.126;20;369
08.11.2020;01:45;1.156;403;45;829;0;51;1.706;3.611;672;1.123;12;368
08.11.2020;02:00;1.156;406;56;823;0;51;1.706;3.558;671;1.075;17;366
08.11.2020;02:15;1.155;406;65;831;0;51;1.707;3.530;670;1.069;10;365
08.11.2020;02:30;1.152;405;71;828;0;51;1.707;3.527;662;1.069;10;365
08.11.2020;02:45;1.151;405;88;832;0;51;1.706;3.505;663;1.072;10;365
08.11.2020;03:00;1.152;406;93;841;0;51;1.706;3.531;661;1.054;10;364
08.11.2020;03:15;1.150;405;94;879;0;51;1.706;3.540;656;1.052;10;367
08.11.2020;03:30;1.151;406;93;907;0;51;1.707;3.544;657;1.044;10;368
08.11.2020;03:45;1.151;404;102;928;0;51;1.707;3.545;658;1.049;9;366
08.11.2020;04:00;1.154;404;117;950;0;51;1.704;3.556;667;1.047;2;360
08.11.2020;04:15;1.154;405;132;959;0;51;1.703;3.573;668;1.056;2;361
08.11.2020;04:30;1.155;404;142;973;0;51;1.705;3.597;670;1.057;2;367
08.11.2020;04:45;1.156;404;167;990;0;51;1.704;3.615;671;1.057;2;371
08.11.2020;05:00;1.156;404;188;1.000;0;52;1.704;3.628;677;1.093;2;378
08.11.2020;05:15;1.157;405;205;1.028;0;52;1.704;3.630;675;1.085;2;375
08.11.2020;05:30;1.160;404;217;1.051;0;52;1.704;3.636;676;1.089;2;371
08.11.2020;05:45;1.158;403;227;1.048;0;52;1.703;3.631;679;1.085;2;372
08.11.2020;06:00;1.161;402;239;1.057;0;54;1.705;3.626;682;1.101;8;374
08.11.2020;06:15;1.156;402;246;1.062;0;54;1.706;3.631;684;1.104;27;379
08.11.2020;06:30;1.159;403;252;1.058;0;53;1.707;3.625;691;1.101;17;376
08.11.2020;06:45;1.160;403;276;1.054;0;54;1.706;3.614;690;1.113;21;377
08.11.2020;07:00;1.162;403;292;1.038;3;57;1.705;3.613;690;1.175;61;380
08.11.2020;07:15;1.167;403;324;1.026;15;58;1.706;3.612;692;1.171;84;385
08.11.2020;07:30;1.166;402;338;1.031;100;58;1.705;3.606;714;1.178;86;386
08.11.2020;07:45;1.167;403;347;1.055;280;58;1.705;3.622;750;1.175;75;385
08.11.2020;08:00;1.175;404;371;1.071;511;58;1.704;3.614;815;1.164;88;385
08.11.2020;08:15;1.172;400;406;1.049;740;58;1.703;3.610;848;1.163;76;386
08.11.2020;08:30;1.175;402;430;1.021;1.014;58;1.704;3.617;845;1.162;56;387
08.11.2020;08:45;1.174;403;444;1.015;1.309;58;1.703;3.628;834;1.167;56;387
08.11.2020;09:00;1.173;400;449;992;1.608;58;1.703;3.618;832;1.182;74;385
08.11.2020;09:15;1.167;397;434;938;1.909;57;1.703;3.629;819;1.174;58;386
08.11.2020;09:30;1.177;398;400;885;2.211;57;1.702;3.643;822;1.168;52;386
08.11.2020;09:45;1.178;399;391;813;2.519;57;1.702;3.658;841;1.173;64;385
08.11.2020;10:00;1.181;399;386;722;2.786;56;1.701;3.662;872;1.142;101;383
08.11.2020;10:15;1.180;396;376;638;3.010;55;1.703;3.657;897;1.144;84;382
08.11.2020;10:30;1.182;395;356;549;3.207;55;1.702;3.661;908;1.151;47;382
08.11.2020;10:45;1.182;398;343;466;3.375;55;1.702;3.662;913;1.151;62;381
08.11.2020;11:00;1.185;399;338;395;3.529;55;1.702;3.674;924;1.137;26;380
08.11.2020;11:15;1.182;409;319;340;3.669;54;1.702;3.681;932;1.128;73;378
08.11.2020;11:30;1.183;430;294;295;3.763;54;1.702;3.690;940;1.139;65;379
08.11.2020;11:45;1.181;417;267;257;3.806;54;1.701;3.697;952;1.139;65;377
08.11.2020;12:00;1.185;424;258;231;3.816;54;1.700;3.707;989;1.147;68;375
08.11.2020;12:15;1.179;421;256;214;3.751;54;1.699;3.725;1.009;1.147;57;378
08.11.2020;12:30;1.183;424;242;206;3.663;54;1.699;3.736;1.031;1.186;39;393
08.11.2020;12:45;1.181;408;236;205;3.567;52;1.698;3.738;1.042;1.174;27;390
08.11.2020;13:00;1.182;419;233;196;3.462;49;1.698;3.745;1.017;1.156;29;385
08.11.2020;13:15;1.179;416;229;192;3.274;49;1.698;3.745;984;1.155;26;382
08.11.2020;13:30;1.177;417;226;190;3.063;49;1.697;3.769;986;1.165;37;381
08.11.2020;13:45;1.175;402;230;190;2.826;49;1.697;3.787;1.013;1.187;24;384
08.11.2020;14:00;1.177;410;226;195;2.562;49;1.697;3.784;1.060;1.238;41;381
08.11.2020;14:15;1.172;420;234;208;2.265;49;1.698;3.801;1.096;1.265;37;380
08.11.2020;14:30;1.176;411;255;227;1.943;49;1.698;3.810;1.152;1.289;35;384
08.11.2020;14:45;1.175;419;276;243;1.603;49;1.697;3.814;1.192;1.343;65;375
08.11.2020;15:00;1.175;405;288;272;1.250;50;1.698;3.817;1.248;1.432;62;381
08.11.2020;15:15;1.176;411;315;304;926;50;1.699;3.840;1.306;1.465;150;386
08.11.2020;15:30;1.179;424;330;350;643;51;1.699;3.843;1.407;1.488;284;385
08.11.2020;15:45;1.176;421;344;406;404;54;1.699;3.853;1.462;1.541;275;394
08.11.2020;16:00;1.176;410;350;505;209;55;1.699;3.858;1.502;1.474;140;397
08.11.2020;16:15;1.178;416;372;609;86;55;1.700;3.872;1.521;1.518;224;397
08.11.2020;16:30;1.177;426;403;684;22;55;1.700;3.905;1.528;1.544;200;398
08.11.2020;16:45;1.176;427;419;773;2;56;1.700;3.910;1.533;1.561;417;398
08.11.2020;17:00;1.175;415;436;863;0;58;1.699;3.918;1.531;1.580;699;400
08.11.2020;17:15;1.160;419;456;954;0;57;1.699;3.930;1.540;1.570;1.037;401
08.11.2020;17:30;1.168;422;465;1.027;0;58;1.700;3.933;1.545;1.576;1.233;400
08.11.2020;17:45;1.166;423;474;1.109;0;57;1.700;3.930;1.552;1.571;1.246;399
08.11.2020;18:00;1.172;437;477;1.163;0;57;1.701;3.935;1.578;1.580;1.442;395
08.11.2020;18:15;1.166;439;474;1.210;0;57;1.701;3.940;1.580;1.589;1.294;401
08.11.2020;18:30;1.174;436;471;1.255;0;58;1.701;3.942;1.583;1.583;1.288;401
08.11.2020;18:45;1.174;430;471;1.283;0;58;1.701;3.934;1.574;1.614;1.112;403
08.11.2020;19:00;1.185;437;495;1.282;0;58;1.699;3.943;1.555;1.661;1.157;401
08.11.2020;19:15;1.180;424;509;1.290;0;59;1.700;3.942;1.554;1.654;995;400
08.11.2020;19:30;1.182;417;510;1.273;0;59;1.701;3.939;1.554;1.667;923;401
08.11.2020;19:45;1.182;400;497;1.245;0;59;1.701;3.941;1.554;1.674;734;400
08.11.2020;20:00;1.183;407;499;1.232;0;59;1.703;3.948;1.549;1.680;976;402
08.11.2020;20:15;1.182;404;487;1.233;0;59;1.704;3.932;1.555;1.679;776;402
08.11.2020;20:30;1.183;414;466;1.245;0;59;1.703;3.929;1.555;1.687;508;400
08.11.2020;20:45;1.182;395;450;1.247;0;59;1.703;3.926;1.559;1.675;317;401
08.11.2020;21:00;1.182;408;423;1.218;0;59;1.703;3.943;1.523;1.664;103;400
08.11.2020;21:15;1.179;405;395;1.191;0;59;1.703;3.944;1.503;1.676;71;396
08.11.2020;21:30;1.179;413;390;1.162;0;59;1.704;3.946;1.467;1.674;77;400
08.11.2020;21:45;1.178;414;374;1.132;0;59;1.704;3.944;1.420;1.663;58;400
08.11.2020;22:00;1.174;413;371;1.103;0;59;1.702;3.948;1.398;1.634;92;402
08.11.2020;22:15;1.175;400;369;1.080;0;59;1.702;3.931;1.382;1.603;91;400
08.11.2020;22:30;1.175;414;349;1.036;0;59;1.702;3.939;1.362;1.601;130;399
08.11.2020;22:45;1.166;405;336;1.007;0;59;1.703;3.934;1.362;1.607;114;401
08.11.2020;23:00;1.169;416;332;994;0;56;1.702;3.935;1.350;1.556;130;396
08.11.2020;23:15;1.170;412;326;999;0;54;1.703;3.937;1.344;1.495;85;390
08.11.2020;23:30;1.167;407;319;979;0;54;1.703;3.946;1.326;1.466;79;389
08.11.2020;23:45;1.161;404;317;957;0;54;1.703;3.926;1.257;1.475;80;390
09.11.2020;00:00;1.166;414;302;927;0;54;1.703;3.888;1.169;1.459;44;389
09.11.2020;00:15;1.162;394;302;887;0;54;1.702;3.882;1.093;1.495;31;390
09.11.2020;00:30;1.160;393;294;849;0;54;1.702;3.882;1.054;1.498;24;391
09.11.2020;00:45;1.160;392;293;839;0;54;1.702;3.860;1.031;1.484;10;391
09.11.2020;01:00;1.157;394;289;825;0;54;1.703;3.838;1.010;1.474;16;391
09.11.2020;01:15;1.157;393;279;822;0;54;1.703;3.826;1.008;1.474;20;391
09.11.2020;01:30;1.153;391;270;811;0;54;1.703;3.819;1.006;1.467;15;390
09.11.2020;01:45;1.152;391;273;786;0;54;1.703;3.803;995;1.465;5;388
09.11.2020;02:00;1.149;392;273;779;0;54;1.704;3.787;979;1.482;6;388
09.11.2020;02:15;1.149;392;273;767;0;54;1.704;3.774;981;1.488;1;388
09.11.2020;02:30;1.152;392;277;761;0;54;1.703;3.760;990;1.468;1;389
09.11.2020;02:45;1.152;393;269;777;0;54;1.703;3.747;991;1.470;1;390
09.11.2020;03:00;1.153;393;262;764;0;54;1.703;3.697;976;1.448;7;389
09.11.2020;03:15;1.151;395;256;763;0;54;1.703;3.681;976;1.450;10;385
09.11.2020;03:30;1.152;396;249;762;0;53;1.703;3.687;991;1.449;9;388
09.11.2020;03:45;1.153;396;250;750;0;54;1.704;3.691;1.021;1.453;1;391
09.11.2020;04:00;1.152;397;254;741;0;56;1.704;3.664;1.102;1.504;2;395
09.11.2020;04:15;1.152;398;267;731;0;56;1.704;3.670;1.179;1.535;20;396
09.11.2020;04:30;1.154;400;269;709;0;56;1.705;3.667;1.301;1.558;28;395
09.11.2020;04:45;1.153;402;273;707;0;56;1.705;3.674;1.428;1.598;8;396
09.11.2020;05:00;1.157;404;275;723;0;57;1.705;3.774;1.561;1.730;5;397
09.11.2020;05:15;1.158;416;262;748;0;57;1.705;3.820;1.682;1.792;10;396
09.11.2020;05:30;1.155;417;266;745;0;56;1.705;3.838;1.877;1.906;10;396
09.11.2020;05:45;1.156;404;266;748;0;56;1.704;3.863;2.114;1.998;5;397
09.11.2020;06:00;1.157;427;253;750;0;56;1.701;3.875;2.314;2.306;72;394
09.11.2020;06:15;1.157;441;245;754;0;57;1.704;3.894;2.542;2.429;294;394
09.11.2020;06:30;1.158;446;255;744;0;56;1.704;3.892;2.718;2.530;455;397
09.11.2020;06:45;1.160;461;259;736;0;57;1.704;3.893;2.827;2.617;671;399
09.11.2020;07:00;1.140;415;251;758;3;58;1.706;3.891;2.909;2.654;831;396
09.11.2020;07:15;1.110;433;252;741;10;58;1.707;3.883;3.033;2.741;876;395
09.11.2020;07:30;1.086;432;241;747;55;58;1.706;3.893;3.149;2.845;910;397
09.11.2020;07:45;1.088;434;238;752;148;58;1.706;3.894;3.234;2.867;897;397
09.11.2020;08:00;1.090;441;234;748;285;58;1.706;3.882;3.292;2.910;1.084;396
09.11.2020;08:15;1.090;432;235;744;466;58;1.706;3.898;3.338;2.916;1.029;395
09.11.2020;08:30;1.093;430;238;712;654;58;1.705;3.898;3.377;2.916;975;397
09.11.2020;08:45;1.090;413;230;690;848;58;1.707;3.879;3.384;2.942;909;398
09.11.2020;09:00;1.089;426;225;666;1.044;58;1.706;3.881;3.376;2.943;630;410
09.11.2020;09:15;1.090;398;238;627;1.243;58;1.706;3.871;3.385;2.942;378;417
09.11.2020;09:30;1.093;394;235;600;1.443;57;1.706;3.874;3.385;2.940;332;428
09.11.2020;09:45;1.093;394;228;578;1.622;58;1.707;3.862;3.394;2.951;295;437
09.11.2020;10:00;1.096;422;217;549;1.814;58;1.707;3.868;3.380;2.948;388;436
09.11.2020;10:15;1.098;421;217;543;1.971;58;1.707;3.845;3.376;2.953;299;450
09.11.2020;10:30;1.099;419;217;518;2.116;58;1.707;3.841;3.385;2.958;246;455
09.11.2020;10:45;1.097;414;218;508;2.250;58;1.707;3.849;3.391;2.958;217;465
09.11.2020;11:00;1.096;411;215;499;2.370;58;1.707;3.847;3.401;2.932;198;459
09.11.2020;11:15;1.092;412;218;481;2.488;58;1.707;3.844;3.401;2.920;192;455
09.11.2020;11:30;1.096;403;214;476;2.537;58;1.707;3.845;3.398;2.942;200;454
09.11.2020;11:45;1.095;412;219;463;2.601;58;1.706;3.774;3.402;2.940;359;455
09.11.2020;12:00;1.091;416;216;457;2.654;58;1.705;3.722;3.402;2.932;410;455
09.11.2020;12:15;1.089;399;224;454;2.651;58;1.705;3.712;3.399;2.938;232;453
09.11.2020;12:30;1.092;418;237;455;2.602;58;1.704;3.730;3.391;2.939;229;452
09.11.2020;12:45;1.072;425;256;437;2.563;58;1.703;3.733;3.398;2.933;214;452
09.11.2020;13:00;1.016;422;259;436;2.522;58;1.703;3.753;3.409;2.920;295;452
09.11.2020;13:15;1.026;422;272;432;2.406;58;1.702;3.763;3.423;2.920;155;447
09.11.2020;13:30;1.027;432;278;447;2.312;58;1.702;3.788;3.423;2.930;212;431
09.11.2020;13:45;1.027;429;264;449;2.192;58;1.703;3.816;3.420;2.917;240;411
09.11.2020;14:00;1.028;407;250;461;2.001;58;1.701;3.845;3.414;2.887;66;397
09.11.2020;14:15;1.027;424;246;488;1.784;58;1.703;3.866;3.390;2.912;72;396
09.11.2020;14:30;1.026;427;252;509;1.579;58;1.703;3.867;3.390;2.918;116;400
09.11.2020;14:45;1.023;443;246;533;1.330;58;1.703;3.848;3.397;2.922;181;420
09.11.2020;15:00;1.031;406;247;546;1.084;58;1.702;3.821;3.417;2.938;155;418
09.11.2020;15:15;1.067;442;253;572;843;58;1.703;3.838;3.433;2.959;234;418
09.11.2020;15:30;1.088;453;266;588;603;57;1.703;3.853;3.440;2.980;272;418
09.11.2020;15:45;1.093;443;275;619;388;57;1.703;3.829;3.427;2.987;438;418
09.11.2020;16:00;1.096;402;274;661;210;58;1.703;3.832;3.341;3.026;769;418
09.11.2020;16:15;1.097;398;271;688;92;58;1.703;3.841;3.358;3.024;988;419
09.11.2020;16:30;1.096;424;277;733;24;58;1.703;3.862;3.388;3.021;1.049;422
09.11.2020;16:45;1.095;439;289;765;2;58;1.704;3.856;3.402;3.028;1.152;422
09.11.2020;17:00;1.093;441;301;797;0;58;1.703;3.846;3.375;3.062;1.069;423
09.11.2020;17:15;1.093;449;317;841;0;59;1.702;3.869;3.435;3.105;1.201;423
09.11.2020;17:30;1.090;451;329;880;0;59;1.702;3.865;3.483;3.157;1.180;422
09.11.2020;17:45;1.087;444;342;905;0;59;1.702;3.861;3.501;3.154;1.135;423
09.11.2020;18:00;1.097;446;339;926;0;59;1.703;3.883;3.531;3.155;1.199;423
09.11.2020;18:15;1.097;446;341;931;0;59;1.703;3.888;3.529;3.156;1.161;419
09.11.2020;18:30;1.105;448;352;952;0;59;1.704;3.889;3.537;3.153;1.176;419
09.11.2020;18:45;1.131;437;359;947;0;59;1.705;3.885;3.538;3.154;1.168;422
09.11.2020;19:00;1.153;452;368;947;0;59;1.707;3.886;3.545;3.161;1.060;421
09.11.2020;19:15;1.159;443;375;933;0;59;1.707;3.886;3.518;3.159;883;412
09.11.2020;19:30;1.102;436;362;944;0;59;1.707;3.896;3.507;3.167;819;396
09.11.2020;19:45;1.090;423;366;927;0;59;1.706;3.901;3.466;3.167;700;395
09.11.2020;20:00;1.091;440;368;924;0;59;1.706;3.891;3.376;3.130;258;396
09.11.2020;20:15;1.117;423;335;938;0;59;1.706;3.868;3.308;3.098;133;396
09.11.2020;20:30;1.145;435;321;954;0;59;1.706;3.863;3.237;2.998;54;394
09.11.2020;20:45;1.165;437;336;966;0;59;1.706;3.865;3.116;2.895;55;395
09.11.2020;21:00;1.172;444;344;969;0;59;1.707;3.863;3.020;2.795;89;393
09.11.2020;21:15;1.171;438;361;961;0;59;1.706;3.860;2.943;2.795;39;394
09.11.2020;21:30;1.171;423;384;982;0;59;1.706;3.857;2.878;2.770;44;395
09.11.2020;21:45;1.162;433;388;987;0;59;1.706;3.844;2.774;2.776;23;395
09.11.2020;22:00;1.162;454;400;999;0;59;1.706;3.863;2.691;2.763;123;392
09.11.2020;22:15;1.166;437;401;991;0;59;1.707;3.856;2.617;2.769;95;396
09.11.2020;22:30;1.166;442;394;966;0;59;1.707;3.858;2.528;2.745;82;394
09.11.2020;22:45;1.162;439;377;949;0;59;1.707;3.848;2.451;2.734;27;395
09.11.2020;23:00;1.161;459;377;938;0;58;1.703;3.859;2.383;2.562;55;392
09.11.2020;23:15;1.161;442;372;942;0;57;1.707;3.864;2.307;2.449;24;392
09.11.2020;23:30;1.156;448;356;918;0;57;1.708;3.861;2.237;2.422;28;392
09.11.2020;23:45;1.159;433;338;905;0;57;1.707;3.857;2.146;2.422;19;392
10.11.2020;00:00;1.155;449;339;886;0;55;1.708;3.838;2.049;2.287;41;384
10.11.2020;00:15;1.150;452;345;880;0;55;1.705;3.820;1.992;2.293;11;386
10.11.2020;00:30;1.152;451;345;881;0;55;1.705;3.787;1.918;2.280;9;385
10.11.2020;00:45;1.150;447;338;900;0;55;1.707;3.769;1.865;2.247;10;381
10.11.2020;01:00;1.149;467;338;880;0;54;1.709;3.754;1.816;2.224;11;381
10.11.2020;01:15;1.142;465;325;863;0;54;1.708;3.742;1.809;2.216;11;381
10.11.2020;01:30;1.147;467;316;863;0;54;1.707;3.751;1.746;2.198;14;380
10.11.2020;01:45;1.145;461;290;856;0;54;1.707;3.763;1.724;2.154;11;378
10.11.2020;02:00;1.144;463;273;846;0;54;1.710;3.775;1.659;2.083;16;379
10.11.2020;02:15;1.142;456;251;840;0;53;1.709;3.777;1.629;2.085;11;379
10.11.2020;02:30;1.137;449;239;844;0;53;1.709;3.775;1.638;2.095;12;378
10.11.2020;02:45;1.140;436;233;833;0;53;1.709;3.781;1.649;2.085;10;376
10.11.2020;03:00;1.143;427;222;809;0;53;1.710;3.779;1.669;1.995;11;375
